transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
68,25-03-22 17:32,28452,1202,1,0,60.2,32,0
69,30-04-22 17:33,66995,1691,2,0,147.3,13,0
70,08-07-22 15:55,73328,1809,1,0,97.21,49,0
71,16-06-23 14:48,98281,,1,0,,38,0
72,24-04-23 06:26,49399,736,1,0,10.13,0,0
73,31-08-22 07:06,45874,352,1,0.05,10.09,3,0
74,19-12-21 01:50,42309,1321,1,0.1,125.93,20,0
75,23-04-23 05:16,68810,362,1,0,137.36,44,0
76,13-01-21 17:24,15162,163,3,0.2,197.02,6,0
77,06-08-23 13:53,79934,1715,1,0.1,64.71,0,0
78,21-06-22 16:58,61465,1883,1,0.15,21.11,5,0
79,19-01-22 22:58,74249,103,1,0.05,64.07,0,0
80,16-04-23 18:29,56933,1025,1,0,97.87,44,0
81,31-10-21 04:51,52034,1122,1,0,55.07,35,0
82,01-06-22 22:05,7319,1880,2,0,53.46,48,0
83,16-09-21 20:30,99840,105,1,0.05,81.48,13,0
84,18-08-21 07:33,14316,1433,1,0,57.32,40,0
85,15-01-21 12:43,25867,1543,3,0,132.75,14,0
86,10-10-21 16:40,8983,1903,1,0.15,49.03,15,0
87,13-04-21 15:54,68463,686,1,0,133.2,16,0
88,25-01-23 20:28,42213,1709,1,0.1,-46.32,9,1
89,10-10-22 15:51,80661,230,1,0.1,85.15,42,0
90,07-08-21 19:36,92375,1413,1,0,52.91,0,0
91,12-12-21 13:07,77759,380,1,0,116.8,2,0
92,31-08-22 06:02,69456,1966,2,0,544.88,7,0
93,05-08-23 09:27,43834,213,1,0,45.75,50,0
94,24-05-23 06:31,43424,1572,1,0.1,20.74,15,0
95,29-11-23 16:42,25556,1796,2,0,206.96,16,0
96,03-11-21 18:21,2502,952,4,0.05,322.7,18,0
97,04-11-23 18:12,89129,,1,0,,21,1
98,10-12-21 05:38,1885,358,3,0,347.82,0,0
99,13-09-21 11:18,2817,,4,0.05,,45,0
100,24-02-23 11:20,83870,,1,0,,18,0
101,21-01-23 07:15,55614,1617,2,0,124.26,17,0
102,22-11-21 20:51,87434,1140,2,0,211.88,29,0
103,27-03-22 04:22,50598,1189,1,0,23.91,45,0
104,26-09-21 07:26,6832,300,1,0.2,61.06,16,0
105,11-07-21 07:02,43544,1923,1,0,56.48,14,0
106,16-05-21 22:05,37469,1344,1,0.2,10.4,42,0
107,13-03-22 10:40,64614,1828,1,0,70.58,9,0
108,04-07-22 07:29,60635,1731,4,0,537.48,0,0
109,27-12-21 21:48,99104,1563,1,0,106.29,28,0
110,17-05-22 05:37,3708,,2,0.1,,0,0
111,15-08-21 14:18,31530,1206,1,0,14.9,38,0
112,31-12-23 15:59,41424,202,1,0,42.74,7,0
113,07-10-21 06:49,26705,1518,2,0.2,139.12,0,0
114,15-04-21 03:32,15676,1663,1,0,160.51,18,0
115,22-05-21 08:56,18464,1596,1,0.1,22.23,0,0
116,09-08-22 13:14,71866,1624,1,0,51,28,0
117,28-12-21 08:37,64563,1390,1,0,74.12,24,0
118,04-08-21 12:37,4200,1691,1,0,73.65,41,0
119,06-08-23 12:40,70728,897,1,0,50.23,5,0
120,23-09-22 15:27,24374,1631,1,0.05,54.37,1,0
121,13-12-22 16:08,94811,1812,1,0,59.43,0,0
122,23-08-21 20:46,16626,443,1,0,148.63,29,0
123,26-05-22 16:44,70122,1294,1,0,54.57,32,0
124,15-01-23 20:05,17572,1621,1,0.1,77.48,38,0
125,01-07-22 09:26,46053,988,1,0.15,57.3,4,0
126,16-12-21 00:15,73295,1223,1,0.05,79.32,38,0
127,17-05-23 01:47,5711,789,1,0.1,14.5,41,0
128,17-10-21 16:47,31683,417,3,0.1,268.11,38,0
129,23-05-21 16:32,37161,1208,1,0,25.42,17,0
130,29-06-21 17:20,92091,503,1,0.2,97.1,8,0
131,29-07-21 07:05,71968,239,1,0.05,39.2,49,0
132,14-03-21 13:55,14197,57,1,0.05,172.85,0,0
133,10-07-22 06:37,24828,322,2,0.1,75.62,29,0
134,20-01-21 02:50,29802,1786,1,0,11.89,0,0
135,20-11-22 09:29,39611,1214,1,0.05,35.63,0,0
136,13-11-22 06:43,88196,1605,3,0.1,504.66,4,0
137,16-03-21 04:36,57070,542,1,0.15,48.82,11,0
138,09-09-21 10:57,29284,70,1,0,127.77,21,0
139,26-05-22 08:35,16830,1565,1,0,49.38,50,0
140,18-06-21 18:11,71300,812,2,0,304.96,0,0
141,19-04-22 07:01,51594,1201,2,0,95.62,5,0
142,29-11-21 06:59,82932,1853,1,0,92.26,29,0
143,18-07-23 08:08,74278,1555,1,0,65.12,6,0
144,17-01-21 19:16,8095,648,1,0.05,106.79,0,0
145,19-06-23 20:56,40384,,1,0.05,,14,0
146,03-05-23 08:30,78138,736,1,0,10.13,47,0
147,10-09-21 09:33,17886,327,1,0,14.72,33,0
148,21-03-23 11:05,92546,317,1,0.1,46.27,8,0
149,04-07-23 07:00,64732,908,1,0.05,132.2,0,0
150,19-12-22 16:03,16862,1757,1,0.2,78.62,27,0
151,03-06-22 16:34,60049,1191,2,0.15,40.17,32,0
152,28-03-22 02:12,69024,1434,2,0,116.42,28,0
153,08-09-22 07:08,59063,1024,1,0,71.58,12,0
154,01-06-22 05:59,1151,276,1,0,80.73,15,0
155,16-08-22 03:39,90642,1500,1,0,14.98,0,0
156,10-07-21 19:57,59327,1633,1,0,41.19,25,0
157,21-02-22 15:04,14717,1590,1,0.1,271.65,30,0
158,13-10-23 10:54,78769,1117,1,0,99.89,16,0
159,27-08-21 08:58,22042,1069,3,0,32.97,0,0
160,24-05-23 08:50,37581,,1,0,,4,0
161,29-10-23 17:55,32600,292,1,0,138.05,37,0
162,21-02-22 05:38,90918,1763,1,0,136.97,40,0
163,30-12-21 22:22,99052,178,3,0,202.38,0,0
164,11-07-22 21:32,50392,476,1,0.1,46.65,28,0
165,01-04-21 23:05,8392,256,1,0.05,144.55,18,0
166,26-06-22 18:45,20590,,1,0,,0,0
167,27-03-23 23:51,55821,1828,2,0.15,119.99,46,0
168,20-11-23 15:39,14983,499,1,0,89.69,8,0
169,24-04-23 10:27,96673,,3,0,,23,0
170,10-04-23 19:53,12388,154,2,0.1,-85.23,8,1
171,20-03-21 18:25,49071,1866,2,0,113.56,0,0
172,13-05-21 18:51,48960,1014,1,0.1,75.95,40,0
173,20-04-21 12:03,61048,529,1,0,108.79,8,0
174,03-11-22 17:38,12271,963,1,0.1,55.08,31,0
175,15-08-23 17:45,58619,408,1,0,14.64,40,0
176,29-10-22 05:02,17091,1893,1,0.1,39.82,42,0
177,26-05-21 00:35,45870,1596,1,0.05,23.46,31,0
178,28-04-22 12:18,23436,1775,1,0,20.35,3,0
179,18-11-23 00:32,65939,257,2,0,160.74,5,0
180,26-08-23 08:07,7100,,2,0.2,,44,0
181,30-05-22 07:45,86612,584,2,0.1,79.92,0,0
182,19-09-21 05:02,43633,127,1,0,116.18,40,0
183,27-08-23 17:20,54814,213,1,0.1,41.18,0,0
184,01-12-22 07:30,26365,1425,2,0,159.24,11,0
185,20-08-21 19:20,72138,1841,1,0.1,69.29,23,0
186,19-12-21 22:26,58727,326,1,0,12.2,44,0
187,21-12-21 06:37,84870,1452,2,0,102.66,0,0
188,16-06-23 03:52,71378,515,1,0.05,77.5,0,0
189,29-10-21 05:57,28535,1566,1,0,18.51,42,0
190,19-06-21 15:46,93083,1459,1,0.05,132.51,49,0
191,08-06-21 18:26,73350,1383,1,0,74.8,11,0
192,29-01-21 16:09,76684,554,2,0.05,186.14,50,0
193,07-01-22 21:00,63944,411,1,0.05,129.11,9,0
194,17-12-23 05:25,56689,1821,1,0,38.78,37,0
195,25-12-22 18:51,84816,1782,1,0,85.6,16,0
196,24-05-21 02:34,45008,1793,2,0.1,96.71,20,0
197,11-10-21 19:17,87188,577,1,0,113.4,38,0
198,26-02-23 16:55,30757,1056,1,0.15,52.33,31,0
199,12-03-22 23:00,6972,1373,1,0,56.49,45,0
200,15-05-22 00:35,47476,1838,1,0.05,29.48,18,0
201,26-01-23 23:00,3555,1916,2,0,30.48,0,0
202,14-09-23 05:50,11694,789,2,0,32.22,5,0
203,12-02-23 16:39,65914,100,1,0.15,20.27,0,0
204,23-04-22 19:37,83912,403,2,0.05,59.98,29,0
205,02-09-23 21:48,73315,571,1,0,23.73,27,0
206,20-12-21 06:19,35206,1193,1,0,49.26,3,0
207,10-06-23 21:44,85649,,1,0.2,,45,0
208,16-05-21 19:38,89899,705,2,0.1,503.77,36,0
209,18-09-21 14:20,83702,562,1,0.05,13.09,31,0
210,15-11-22 17:48,92014,1492,1,0.1,62.15,5,0
211,08-10-21 21:41,50618,1522,1,0,161.21,37,0
212,18-07-22 02:00,55786,1753,1,0.15,36.53,10,0
213,14-02-22 00:58,86010,813,1,0.15,10.21,28,0
214,26-04-23 09:27,54499,293,1,0.2,25.53,43,0
215,10-08-21 16:32,32810,1074,1,0,20.91,45,0
216,10-03-21 20:07,44201,1538,4,0.1,53.68,0,0
217,21-11-22 19:57,66259,1182,2,0,131.9,48,0
218,03-07-22 13:25,23457,495,1,0,167.2,47,0
219,19-04-21 05:57,39522,1962,1,0,73.34,20,0
220,06-06-21 18:48,39633,113,1,0,13.51,25,0
221,01-01-23 00:54,60895,,1,0.15,,36,0
222,21-12-21 14:07,93128,488,3,0,49.62,46,0
223,18-12-22 19:05,19294,1465,2,0,262.88,4,0
224,15-01-22 03:15,43331,1145,1,0.1,47,7,0
225,27-03-21 19:51,26535,1895,1,0.15,24.34,44,0
226,22-03-21 07:01,61207,1329,1,0.1,99.07,25,0
227,14-06-21 18:28,30441,601,1,0,34.58,16,0
228,29-09-22 21:57,39338,479,1,0,55.87,0,0
229,05-11-23 17:41,71717,668,1,0.1,120.13,39,0
230,07-01-21 01:29,87884,1845,3,0.1,135.16,18,0
231,30-10-23 21:48,23133,1104,1,0,50.01,25,0
232,09-11-21 20:19,50419,807,1,0.05,53.17,46,0
233,15-09-22 16:38,57173,1970,1,0.15,61.98,0,0
234,06-10-22 01:08,45663,1561,2,0,212.92,7,0
235,30-11-21 07:07,58675,239,2,0.05,78.39,5,0
236,25-06-23 21:31,35675,21,1,0,56.9,0,0
237,27-05-23 13:39,45652,1608,2,0,114.1,0,0
238,07-11-23 05:30,23994,1291,1,0.1,41.7,27,0
239,13-05-23 08:56,54750,101,1,0,36.56,0,0
240,24-01-21 09:20,494,598,1,0.1,118.21,45,0
241,26-04-22 01:31,26504,907,1,0,28.26,0,0
242,17-12-23 08:06,32988,100,1,0.15,20.27,24,0
243,25-05-21 03:07,42016,1294,1,0,54.57,45,0
244,25-08-21 19:15,45628,700,1,0,101.85,44,0
245,05-04-23 18:29,69017,593,1,0.05,110,1,0
246,31-01-22 22:55,47701,87,1,0.05,257.04,20,0
247,23-04-22 20:40,44037,1817,2,0,27.12,49,0
248,14-10-22 15:18,32353,,1,0.05,,16,0
249,19-01-21 12:54,37776,1933,1,0.2,22.54,32,0
250,02-07-23 06:12,56791,732,1,0.05,-121.87,49,1
251,23-02-22 05:41,64323,,2,0,,17,0
252,18-10-22 20:04,95449,533,1,0.1,84.74,4,0
253,01-01-23 15:13,93428,1293,1,0,8.29,16,0
254,06-05-23 13:07,51344,1701,1,0,226.78,16,0
255,21-12-22 02:28,36746,1201,3,0.05,136.26,0,0
256,04-02-22 07:55,80971,1838,1,0,31.03,23,0
257,08-01-22 16:15,75228,903,2,0,133.04,27,0
258,16-01-21 12:42,20074,1265,1,0,76.17,37,0
259,25-07-23 22:37,28411,1165,1,0,36.89,17,0
260,23-04-23 17:44,7643,1884,1,0,40.61,0,0
261,18-03-21 23:54,62889,1934,1,0,88.93,18,0
262,10-03-21 11:47,83181,1426,1,0.15,5.95,32,0
263,30-01-22 07:50,59811,1019,1,0,68.28,43,0
264,18-12-22 20:28,19227,1791,1,0.05,14.34,48,0
265,29-11-21 03:20,3714,1320,1,0,23.57,40,0
266,07-09-22 05:43,90080,1314,1,0,54.35,0,0
267,28-11-21 05:00,48374,411,1,0,135.91,0,0
268,21-01-22 06:59,80844,1518,1,0.05,82.6,29,0
269,21-04-23 17:53,23296,718,1,0,11.95,12,0
270,05-07-23 16:33,13520,440,1,0,86.75,50,0
271,02-01-22 14:36,36358,1518,1,0,86.95,40,0
272,25-03-22 01:45,92173,1011,1,0,69.3,28,0
273,12-08-22 23:39,95368,137,1,0,121.92,8,0
274,26-12-21 17:01,8217,128,2,0,380.82,19,0
275,05-12-23 05:12,30396,204,2,0,165.18,16,0
276,30-05-21 06:30,61024,750,1,0.15,95.42,42,0
277,17-02-22 07:39,57639,502,1,0.1,14.01,11,0
278,17-02-22 20:23,95144,1568,1,0,33.22,0,0
279,21-05-23 19:25,87788,1807,1,0.1,23.57,25,0
280,02-12-23 05:49,16009,27,3,0,158.25,27,0
281,07-03-23 03:36,2379,307,1,0,15.44,34,0
282,05-10-23 18:51,39790,625,1,0,17.87,37,0
283,21-03-21 17:06,82359,,2,0,,0,0
284,05-08-22 08:46,43985,326,2,0.05,23.18,0,0
285,23-10-21 14:46,8156,409,1,0,40.81,7,0
286,15-06-22 13:22,99447,1144,1,0,65.76,44,0
287,11-11-21 10:28,57757,154,1,0,47.35,42,0
288,08-10-21 18:27,62177,1781,1,0.1,13.51,9,0
289,04-07-23 05:15,16638,,1,0.15,,44,0
290,18-07-22 08:49,7978,581,2,0.15,391.12,15,0
291,08-06-22 11:08,27149,27,1,0.1,47.48,3,0
292,08-07-23 16:50,75987,669,1,0,100.67,15,0
293,05-09-22 10:13,64420,349,1,0.05,46.86,19,0
294,09-05-22 06:51,75323,1116,1,0,86.99,13,0
295,25-02-21 16:48,39505,1547,4,0,138.84,24,0
296,04-11-21 11:28,77294,1287,3,0.1,187.49,31,0
297,11-04-23 17:42,88242,235,1,0.05,10.36,12,0
298,24-04-21 17:14,71287,1044,2,0,144.3,41,0
299,19-09-21 16:10,74241,1844,1,0,83.69,26,0
300,12-06-21 19:51,54831,1256,3,0,110.31,50,0
301,25-01-21 21:10,780,314,1,0,49.33,5,0
302,09-10-22 15:56,22845,1388,1,0,157.3,21,0
303,07-10-22 07:29,91794,405,1,0.05,23.7,13,0
304,06-03-23 06:06,33515,1983,1,0.05,25.6,0,0
305,12-11-21 17:45,74942,631,4,0,144.56,17,0
306,21-11-22 16:11,28175,801,3,0,211.53,34,0
307,11-04-23 18:50,89867,462,1,0.05,20.7,40,0
308,24-03-21 08:16,5572,884,3,0,36.6,40,0
309,18-05-22 12:17,32908,1042,1,0,118.46,8,0
310,05-11-22 07:54,97107,343,1,0,175.43,0,0
311,24-07-21 07:54,42179,323,1,0.05,76.47,27,0
312,12-08-22 20:30,54168,605,1,0,53.64,2,0
313,22-07-23 14:17,63235,1594,2,0.15,94.03,7,0
314,25-06-21 05:35,56881,1122,1,0,55.07,6,0
315,11-12-21 11:20,47436,910,1,0,107.98,28,0
316,04-11-23 06:43,41531,1145,4,0,208.88,4,0
317,09-04-23 15:16,66349,116,1,0.05,8.01,7,0
318,21-11-22 08:52,4295,115,1,0,9.01,26,0
319,12-04-21 22:24,69838,113,1,0,13.51,0,0
320,05-06-22 10:21,20422,574,1,0.15,75.38,2,0
321,27-07-21 18:40,88294,757,2,0.2,136.66,0,0
322,27-05-23 05:57,47838,935,1,0.05,77.78,12,0
323,09-02-21 10:25,57843,1301,1,0,28.14,43,0
324,29-06-23 08:57,28320,724,1,0.15,70.69,18,0
325,08-05-23 07:02,40660,268,1,0,196.6,14,0
326,28-02-23 14:37,76280,1974,2,0.1,69.53,0,0
327,01-02-22 02:21,84307,1615,2,0,217.12,33,0
328,30-11-21 12:43,39948,907,1,0.2,22.61,49,0
329,22-05-23 00:38,19261,664,1,0.1,38.48,18,0
330,07-01-22 13:22,72191,692,1,0.05,109.83,8,0
331,21-12-23 08:23,27075,1317,1,0.1,18.09,18,0
332,14-07-23 10:53,94125,775,1,0,46.55,36,0
333,26-11-21 22:49,42431,1520,1,0,25.84,37,0
334,25-05-21 16:45,58899,759,1,0.1,29.74,31,0
335,26-12-22 14:10,20052,973,1,0,196.26,7,0
336,26-05-21 18:51,57150,1779,1,0,96.17,30,0
337,31-03-22 16:13,13480,1005,3,0.1,39.99,0,0
338,06-08-21 04:01,44176,222,3,0.05,230.08,0,0
339,24-11-22 05:54,29707,1791,1,0,15.1,0,0
340,04-01-22 16:24,66822,332,1,0,21.34,45,0
341,28-11-23 13:38,30256,,2,0,,22,0
342,22-05-21 00:11,57066,1457,1,0.05,45.55,0,0
343,02-06-21 20:29,25755,1147,1,0,53.62,4,0
344,09-10-23 19:45,81674,750,1,0.05,106.65,5,0
345,19-12-22 20:20,87530,1277,2,0,299.76,22,0
346,09-08-23 18:29,81775,1107,1,0,98.66,44,0
347,05-11-22 05:08,42693,326,1,0,12.2,0,0
348,24-06-23 17:56,65844,557,1,0,60.39,8,0
349,13-06-22 20:12,33361,1374,2,0.1,90.88,0,0
350,23-05-22 04:13,67757,596,1,0.05,53,0,0
351,20-11-23 13:34,10884,1250,1,0,126.17,25,0
352,04-11-23 07:56,57470,1955,1,0,52.79,7,0
353,02-01-21 10:51,39884,769,1,0.2,119.5,0,0
354,25-03-21 23:26,87493,101,3,0,109.68,40,0
355,01-06-21 21:08,3372,1715,1,0,71.9,48,0
356,26-02-21 15:04,41854,10,2,0,168.22,36,0
357,14-05-23 16:23,3156,774,4,0,380.36,34,0
358,11-12-21 20:17,12535,132,1,0,97.99,24,0
359,21-01-21 13:08,6971,1158,1,0.2,117.1,28,0
360,08-01-22 09:40,20144,1824,1,0,10.39,43,0
361,19-11-22 02:44,4470,1410,1,0,52.99,18,0
362,28-09-21 11:56,20515,985,1,0,183.56,14,0
363,01-02-21 21:00,45270,,1,0,,0,0
364,25-03-23 11:07,45659,813,2,0.05,22.82,0,0
365,25-03-22 20:14,59990,1859,1,0,37.49,9,0
366,07-06-22 15:31,79142,1938,1,0.2,7.87,47,0
367,16-10-22 19:50,43391,589,1,0,153.25,48,0
368,26-12-21 23:43,40465,700,3,0,305.55,29,0
369,20-06-22 09:36,99307,1440,1,0,10.26,29,0
370,12-11-23 19:54,63598,976,1,0.1,74.06,19,0
371,07-06-22 13:33,87054,230,1,0,94.61,7,0
372,26-02-22 15:46,28109,1755,1,0.05,151.81,23,0
373,17-09-22 11:37,84539,1863,1,0,102.13,44,0
374,24-01-23 20:56,15706,1519,4,0.2,559.17,0,0
375,22-02-22 12:58,5291,699,4,0,134.12,26,0
376,21-12-21 17:19,83959,47,1,0,42.69,12,0
377,27-12-23 13:30,111,909,1,0,19.95,18,0
378,22-05-23 05:19,86692,552,1,0,11.22,50,0
379,01-05-21 06:40,54847,1611,1,0,94.22,25,0
380,05-12-23 18:25,8093,1326,1,0,104.63,37,0
381,28-11-23 19:16,22882,1884,1,0.05,38.58,0,0
382,25-02-22 05:52,97047,1406,1,0.05,14.46,7,0
383,13-05-23 05:38,53227,1816,1,0,83.89,44,0
384,24-06-22 16:11,751,33,1,0,38.6,47,0
385,26-04-23 00:34,18663,1820,1,0,75.78,46,0
386,10-11-21 23:06,8703,1267,1,0.2,28.1,2,0
387,20-09-22 19:24,24554,1526,1,0,14.03,37,0
388,20-01-23 20:42,86271,499,1,0.15,76.24,26,0
389,02-03-22 08:24,57603,193,1,0.05,20.26,24,0
390,04-10-23 23:38,82305,628,1,0.05,259.33,6,0
391,22-11-21 11:56,37025,495,1,0.05,158.84,22,0
392,15-01-23 22:30,88612,1994,3,0,207.06,9,0
393,02-11-23 04:16,77232,1778,1,0,120.97,8,0
394,07-01-22 15:46,31999,307,1,0.15,13.12,24,0
395,15-01-23 09:31,19004,1224,1,0.1,94.36,1,0
396,01-07-22 13:22,91265,1535,1,0.1,16.46,23,0
397,26-12-22 19:50,78227,987,1,0,100.31,43,0
398,08-08-22 12:00,68316,,3,0.15,,37,0
399,22-09-23 18:35,95471,1613,1,0,11.17,9,0
400,27-02-21 14:05,56538,744,1,0,14.2,2,0
401,14-01-23 08:39,61353,1664,1,0,34.32,19,0
402,12-01-23 02:58,85396,1506,1,0.05,23.17,23,0
403,08-12-22 13:48,74733,1190,1,0,99.37,16,0
404,25-01-22 14:34,62865,1851,4,0.05,112.37,50,0
405,24-08-21 19:31,37644,1762,1,0.1,73.75,33,0
406,27-11-23 00:35,46179,209,1,0.1,73.25,38,0
407,08-07-22 14:39,4138,936,1,0.05,73.81,13,0
408,08-06-21 01:34,96169,,1,0,,4,0
409,13-11-21 16:24,64901,,1,0.1,,49,0
410,29-08-23 18:27,7044,897,2,0,100.46,21,0
411,06-11-23 15:51,81948,,4,0.2,,21,0
412,20-06-21 21:03,47200,1609,2,0,84.56,3,0
413,01-12-23 05:18,73228,199,1,0.05,212.24,13,0
414,25-10-23 05:01,24597,1036,1,0.15,53.99,7,0
415,26-08-22 10:44,27653,424,1,0.1,86.26,17,0
416,17-11-22 10:18,12816,37,1,0.15,51.65,0,0
417,20-02-22 08:56,58338,1353,1,0.05,154.63,14,0
418,07-08-23 08:05,59239,545,1,0.1,60.8,0,0
419,05-12-21 07:07,30543,389,1,0,21.15,0,0
420,02-03-22 00:15,9792,1100,1,0.2,175.71,41,0
421,18-05-23 05:34,37851,1844,1,0.15,71.14,14,0
422,28-02-23 13:41,93378,468,1,0,97.5,14,0
423,02-05-21 03:00,75905,1210,2,0.05,73.43,0,0
424,07-05-23 04:28,26092,1664,1,0,34.32,26,0
425,23-02-22 08:47,62764,1988,1,0,185.56,40,0
426,17-07-22 18:51,98049,1273,1,0,78.77,45,0
427,25-04-21 16:14,51480,618,1,0.1,76.99,3,0
428,16-12-21 20:14,87452,308,2,0.15,130.98,30,0
429,12-06-22 20:54,34024,1084,1,0,169.51,28,0
430,11-12-22 20:56,69636,755,1,0.05,38.1,3,0
431,28-08-21 23:31,74368,1161,2,0.05,144.63,29,0
432,06-08-22 07:44,2866,65,1,0,87.61,3,0
433,16-06-22 12:44,82033,1434,2,0,116.42,6,0
434,23-11-21 08:44,16603,569,1,0.1,13.9,32,0
435,20-03-23 22:19,7862,24,1,0.05,64.27,35,0
436,05-10-21 20:37,42267,202,4,0,170.96,0,0
437,27-08-22 15:59,66171,,1,0,,7,1
438,22-11-23 17:26,62352,,3,0.2,,28,0
439,26-05-21 17:10,84095,878,1,0.15,18.78,30,0
440,09-11-21 17:03,10159,772,1,0.15,16.92,7,0
441,28-02-21 01:14,23616,,1,0.1,,31,0
442,02-01-21 15:29,55053,32,1,0.1,56.36,44,0
443,02-01-23 07:42,67727,,1,0,,49,0
444,27-07-23 23:58,38564,1975,1,0,-55.47,40,1
445,30-04-22 01:48,39367,1342,3,0.15,207.29,24,0
446,27-12-21 19:45,63929,1524,1,0,23.11,39,0
447,25-04-21 06:42,49389,1384,1,0,166.68,47,0
448,24-05-23 06:10,55611,601,1,0,34.58,27,0
449,18-04-23 17:33,94394,1455,1,0,55.61,37,0
450,23-08-22 19:13,40992,1682,1,0,168.53,25,0
451,08-03-23 19:11,33916,1665,1,0,70.24,31,0
452,30-12-21 23:04,61263,782,3,0,260.19,6,0
453,03-02-21 00:12,95165,1221,1,0,49.85,49,0
454,25-11-21 00:11,36738,1203,2,0.15,93.53,43,0
455,23-07-23 00:55,89603,80,1,0,160.82,28,0
456,29-12-21 15:06,98647,488,1,0,16.54,39,0
457,25-09-23 23:08,18014,208,1,0,9.09,5,0
458,04-04-23 18:01,83536,,1,0.15,,0,0
459,08-08-23 20:16,19983,984,1,0.05,53.32,4,0
460,12-09-21 19:44,67048,362,1,0,137.36,0,0
461,26-01-23 19:43,55831,1040,1,0,95.18,0,0
462,29-10-23 23:31,13960,922,1,0,140.06,43,0
